Product_ID,Supplier,Material_Name,Clean_Search_Name,CAS_Number,Remediation_Status,Canonical_Name,Verified_CAS,PubChem_Link,Price_USD/g,Is_Dilution,Active_Material,Solvent,Active_%,Notes
6IA18245,PerfumersWorld,ORRIS F-TEC from PerfumersWorld,orris,Mixture (Perfume Base),VERIFIED,,,,0.2500,FALSE,,,,
6IA09073,PerfumersWorld,Orris Fleuressence from PerfumersWorld,orris,Mixture (Perfume Base),VERIFIED,,,,0.2900,FALSE,,,,
8IQ24653,PerfumersWorld,Orris Liquid from PerfumersWorld,orris liquid,Not Found,VERIFIED,,,,18.0000,FALSE,,,,
8ND00346,PerfumersWorld,Osmanthus Absolute from PerfumersWorld,osmanthus absolute,68917-05-5,NATURAL_MIXTURE,,68917-05-5,,18.1400,FALSE,,,,
5ND10990,PerfumersWorld,Osmanthus Absolute 10% in DPG from PerfumersWorld,osmanthus absolute,"68917-05-5|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,68917-05-5,,1.8500,TRUE,Osmanthus Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3WX00347,PerfumersWorld,Osyrol from PerfumersWorld,osyrol,41890-92-0,FIXED_FROM_AUDIT,,41890-92-0,https://pubchem.ncbi.nlm.nih.gov/compound/162053,0.4900,FALSE,,,,
6WU07495,PerfumersWorld,Oud Base from PerfumersWorld,oud,Mixture (Perfume Base),VERIFIED,,,,2.0400,FALSE,,,,
6YG18599,PerfumersWorld,OZONE F-TEC from PerfumersWorld,ozone,Mixture (Perfume Base),FIXED_FROM_AUDIT,Ozone,10028-15-6,https://pubchem.ncbi.nlm.nih.gov/compound/24823,0.1500,FALSE,,,,
6YG07910,PerfumersWorld,Ozone Fleuressence from PerfumersWorld,ozone,Mixture (Perfume Base),FIXED_FROM_AUDIT,Ozone,10028-15-6,https://pubchem.ncbi.nlm.nih.gov/compound/24823,0.1700,FALSE,,,,
6PP18044,PerfumersWorld,P-PHENOL F-TEC from PerfumersWorld,p-phenol,Mixture (Perfume Base),VERIFIED,,,,0.1200,FALSE,,,,
6PP09422,PerfumersWorld,P-Phenol Fleuressence from PerfumersWorld,p-phenol,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
6FQ21068,PerfumersWorld,Palm Dates Base from PerfumersWorld,palm dates,Mixture (Perfume Base),VERIFIED,,,,0.4000,FALSE,,,,
7RL00353,PerfumersWorld,Palmarosa Essential Oil from PerfumersWorld,palmarosa essential oil,8014-19-5,NATURAL_MIXTURE,,8014-19-5,,0.4400,FALSE,,,,
6CN23709,PerfumersWorld,Pamzest from PerfumersWorld,pamzest,Mixture (Perfume Base),VERIFIED,,,,0.5000,FALSE,,,,
9PP00348,PerfumersWorld,para-Cresol from PerfumersWorld,para-cresol,106-44-5,VERIFIED_MATCH,P-Cresol,106-44-5,https://pubchem.ncbi.nlm.nih.gov/compound/2879,0.3900,FALSE,,,,
5PP11272,PerfumersWorld,para-Cresol 10% in DPG from PerfumersWorld,para-cresol,"106-44-5|0.1
25265-71-8|0.9",VERIFIED_MATCH,P-Cresol,106-44-5,https://pubchem.ncbi.nlm.nih.gov/compound/2879,0.1000,TRUE,para-Cresol from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
9PP01951,PerfumersWorld,para-Cresyl Acetate from PerfumersWorld,para-cresyl acetate,140-39-6,VERIFIED_MATCH,4-Methylphenyl acetate,140-39-6,https://pubchem.ncbi.nlm.nih.gov/compound/8797,0.7500,FALSE,,,,
5PN11524,PerfumersWorld,para-Cresyl Acetate 10% in DPG from PerfumersWorld,para-cresyl acetate,"140-39-6|0.1
25265-71-8|0.9",VERIFIED_MATCH,4-Methylphenyl acetate,140-39-6,https://pubchem.ncbi.nlm.nih.gov/compound/8797,0.1500,TRUE,para-Cresyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
4PP00350,PerfumersWorld,para-Cresyl Methyl Ether from PerfumersWorld,para-cresyl methyl ether,104-93-8,VERIFIED_MATCH,4-Methylanisole,104-93-8,https://pubchem.ncbi.nlm.nih.gov/compound/7731,0.1800,FALSE,,,,
5PN08178,PerfumersWorld,para-Cresyl Methyl Ether 10% in DPG from PerfumersWorld,para-cresyl methyl ether,"104-93-8|0.1
25265-71-8|0.9",VERIFIED_MATCH,4-Methylanisole,104-93-8,https://pubchem.ncbi.nlm.nih.gov/compound/7731,0.1000,TRUE,para-Cresyl Methyl Ether from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
1PF01952,PerfumersWorld,para-Cresyl Phenyl Acetate from PerfumersWorld,para-cresyl phenyl acetate,101-94-0,VERIFIED_MATCH,p-CRESYL PHENYLACETATE,101-94-0,https://pubchem.ncbi.nlm.nih.gov/compound/60997,0.8900,FALSE,,,,
5PN07817,PerfumersWorld,para-Cresyl Phenyl Acetate 10% in DPG from PerfumersWorld,para-cresyl phenyl acetate,"101-94-0|0.1
25265-71-8|0.9",VERIFIED_MATCH,p-CRESYL PHENYLACETATE,101-94-0,https://pubchem.ncbi.nlm.nih.gov/compound/60997,0.1700,TRUE,para-Cresyl Phenyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3NP02253,PerfumersWorld,para-Methyl Acetophenone from PerfumersWorld,para-methyl acetophenone,122-00-9,VERIFIED_MATCH,p-METHYLACETOPHENONE,122-00-9,https://pubchem.ncbi.nlm.nih.gov/compound/8500,0.1500,FALSE,,,,
4GF14127,PerfumersWorld,Paradisamide from PerfumersWorld,paradisamide,406488-30-0,VERIFIED_MATCH,"Butanamide, 2-ethyl-N-methyl-N-(3-methylphenyl)-",406488-30-0,https://pubchem.ncbi.nlm.nih.gov/compound/57495095,0.5500,FALSE,,,,
4IG05175,PerfumersWorld,Parmavert from PerfumersWorld,parmavert,13257-44-8,VERIFIED_MATCH,"1,1-Dimethoxynon-2-yne",13257-44-8,https://pubchem.ncbi.nlm.nih.gov/compound/25812,1.6500,FALSE,,,,
5IG11455,PerfumersWorld,Parmavert 10% in DPG from PerfumersWorld,parmavert,"13257-44-8|0.1
25265-71-8|0.9",VERIFIED_MATCH,"1,1-Dimethoxynon-2-yne",13257-44-8,https://pubchem.ncbi.nlm.nih.gov/compound/25812,0.1900,TRUE,Parmavert from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
7SW00970,PerfumersWorld,Parsley Seed Essential Oil from PerfumersWorld,parsley seed essential oil,8000-68-8,NATURAL_MIXTURE,,8000-68-8,,1.9200,FALSE,,,,
5SH08967,PerfumersWorld,Parsley Seed Oil 10% in DPG from PerfumersWorld,parsley seed oil,"8000-68-8|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8000-68-8,,0.2200,TRUE,Parsley Seed Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
7WB00357,PerfumersWorld,Patchouli Essential Oil from PerfumersWorld,patchouli essential oil,84238-39-1,NATURAL_MIXTURE,,84238-39-1,,0.9600,FALSE,,,,
6WB18685,PerfumersWorld,PATCHOULI F-TEC from PerfumersWorld,patchouli,Mixture (Perfume Base),VERIFIED,,,,0.4500,FALSE,,,,
6WB09123,PerfumersWorld,Patchouli Fleuressence from PerfumersWorld,patchouli,Mixture (Perfume Base),VERIFIED,,,,0.5000,FALSE,,,,
7WB13670,PerfumersWorld,Patchouli Light Essential Oil from PerfumersWorld,patchouli light essential oil,8014-09-3,NATURAL_MIXTURE,,8014-09-3,,0.3500,FALSE,,,,
6FD18170,PerfumersWorld,PEACH F-TEC from PerfumersWorld,peach,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6FD08610,PerfumersWorld,Peach Fleuressence from PerfumersWorld,peach,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
3RB12753,PerfumersWorld,Peonile from PerfumersWorld,peonile,10461-98-0,VERIFIED_MATCH,Alpha-cyclohexylidene benzeneacetonitrile,10461-98-0,https://pubchem.ncbi.nlm.nih.gov/compound/66327,0.2000,FALSE,,,,
7BB00360,PerfumersWorld,Peppermint Essential Oil from PerfumersWorld,peppermint essential oil,8006-90-4,NATURAL_MIXTURE,,8006-90-4,,0.2000,FALSE,,,,
6BB18120,PerfumersWorld,PEPPERMINT F-TEC from PerfumersWorld,peppermint,Mixture (Perfume Base),VERIFIED,,,,0.1200,FALSE,,,,
6BB09016,PerfumersWorld,Peppermint Fleuressence from PerfumersWorld,peppermint,Mixture (Perfume Base),VERIFIED,,,,0.1600,FALSE,,,,
2QV00363,PerfumersWorld,Peru Balsam Resinoid from PerfumersWorld,peru balsam resinoid,8007-00-9,NATURAL_MIXTURE,,8007-00-9,,0.7800,FALSE,,,,
5QV12476,PerfumersWorld,Peru Balsam Resinoid 50% in BB from PerfumersWorld,peru balsam resinoid,"8007-00-9|0.5
120-51-4|0.5",NATURAL_MIXTURE,,8007-00-9,,0.4600,TRUE,Peru Balsam Resinoid from PerfumersWorld,Benzyl Benzoate (BB) from PerfumersWorld,50.00,
5QV10578,PerfumersWorld,Peru Balsam Resinoid 50% in DPG from PerfumersWorld,peru balsam resinoid,"8007-00-9|0.5
25265-71-8|0.5",NATURAL_MIXTURE,,8007-00-9,,0.4500,TRUE,Peru Balsam Resinoid from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,50.00,
6CN24668,PerfumersWorld,Petigrain Bigarade from PerfumersWorld,petigrain bigarade,Mixture (Perfume Base),VERIFIED,,,,0.4500,FALSE,,,,
7CN00364,PerfumersWorld,Petitgrain Essential Oil Paraguay from PerfumersWorld,petitgrain essential oil paraguay,8014-17-3,NATURAL_MIXTURE,,8014-17-3,,0.6500,FALSE,,,,
3RB00369,PerfumersWorld,Phenoxy Ethyl Isobutyrate from PerfumersWorld,phenoxy ethyl isobutyrate,103-60-6,VERIFIED_MATCH,Phenoxyethyl isobutyrate,103-60-6,https://pubchem.ncbi.nlm.nih.gov/compound/61005,0.1700,FALSE,,,,
5GN10163,PerfumersWorld,Phenyl acetaldehyde 10% in DPG from PerfumersWorld,phenyl acetaldehyde,"122-78-1|0.1
25265-71-8|0.9",VERIFIED_MATCH,Phenylacetaldehyde,122-78-1,https://pubchem.ncbi.nlm.nih.gov/compound/998,0.0900,TRUE,Phenyl acetaldehyde from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
5GP07498,PerfumersWorld,Phenyl acetaldehyde 50% in PEA from PerfumersWorld,phenyl acetaldehyde,122-78-1|0.5,VERIFIED_MATCH,Phenylacetaldehyde,122-78-1,https://pubchem.ncbi.nlm.nih.gov/compound/998,0.3200,TRUE,Phenyl acetaldehyde from PerfumersWorld,PEA from PerfumersWorld,50.00,
5GP07497,PerfumersWorld,Phenyl Acetaldehyde 85% in PEA from PerfumersWorld,phenyl acetaldehyde,122-78-1|0.85,VERIFIED_MATCH,Phenylacetaldehyde,122-78-1,https://pubchem.ncbi.nlm.nih.gov/compound/998,0.3500,TRUE,Phenyl Acetaldehyde from PerfumersWorld,PEA from PerfumersWorld,85.00,
4GN00382,PerfumersWorld,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) from PerfumersWorld,phenyl acetaldehyde dimethyl acetal,101-48-4,VERIFIED_MATCH,Phenyl acetaldehyde dimethyl acetal,101-48-4,https://pubchem.ncbi.nlm.nih.gov/compound/60995,0.2500,FALSE,,,,
5GN08326,PerfumersWorld,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) 10% in DPG from PerfumersWorld,phenyl acetaldehyde dimethyl acetal,"101-48-4|0.1
25265-71-8|0.9",VERIFIED_MATCH,Phenyl acetaldehyde dimethyl acetal,101-48-4,https://pubchem.ncbi.nlm.nih.gov/compound/60995,0.1300,TRUE,Phenyl Acetaldehyde Dimethyl Acetal (PADMA) from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3RP00371,PerfumersWorld,Phenyl Ethyl Acetate from PerfumersWorld,phenyl ethyl acetate,103-45-7,VERIFIED_MATCH,2-Phenylethyl Acetate,103-45-7,https://pubchem.ncbi.nlm.nih.gov/compound/7654,0.2000,FALSE,,,,
3RM00358,PerfumersWorld,Phenyl Ethyl Alcohol (PEA) from PerfumersWorld,phenyl ethyl alcohol,60-12-8,VERIFIED_MATCH,2-Phenylethanol,60-12-8,https://pubchem.ncbi.nlm.nih.gov/compound/6054,0.0700,FALSE,,,,
3MR02826,PerfumersWorld,Phenyl Ethyl Dimethyl Carbinol from PerfumersWorld,phenyl ethyl dimethyl carbinol,103-05-9,VERIFIED_MATCH,2-Methyl-4-phenyl-2-butanol,103-05-9,https://pubchem.ncbi.nlm.nih.gov/compound/7632,0.4100,FALSE,,,,
3LR00160,PerfumersWorld,Phenyl Ethyl Dimethyl Carbinyl Acetate from PerfumersWorld,phenyl ethyl dimethyl carbinyl acetate,103-07-1,FIXED_FROM_AUDIT,,103-07-1,https://pubchem.ncbi.nlm.nih.gov/compound/7633,0.6300,FALSE,,,,
4RW00373,PerfumersWorld,Phenyl Ethyl Formate from PerfumersWorld,phenyl ethyl formate,104-62-1,VERIFIED_MATCH,2-Phenylethyl formate,104-62-1,https://pubchem.ncbi.nlm.nih.gov/compound/7711,0.3400,FALSE,,,,
4RL00374,PerfumersWorld,Phenyl Ethyl Isoamyl Ether from PerfumersWorld,phenyl ethyl isoamyl ether,56011-02-0,VERIFIED_MATCH,Isoamyl phenethyl ether,56011-02-0,https://pubchem.ncbi.nlm.nih.gov/compound/91978,0.1500,FALSE,,,,
5RL08476,PerfumersWorld,Phenyl Ethyl Isoamyl Ether 10% in DPG from PerfumersWorld,phenyl ethyl isoamyl ether,"56011-02-0|0.1
25265-71-8|0.9",VERIFIED_MATCH,Isoamyl phenethyl ether,56011-02-0,https://pubchem.ncbi.nlm.nih.gov/compound/91978,0.0600,TRUE,Phenyl Ethyl Isoamyl Ether from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3RB00375,PerfumersWorld,Phenyl Ethyl Isobutyrate from PerfumersWorld,phenyl ethyl isobutyrate,103-48-0,VERIFIED_MATCH,Phenethyl isobutyrate,103-48-0,https://pubchem.ncbi.nlm.nih.gov/compound/7655,0.2200,FALSE,,,,
3RP00377,PerfumersWorld,Phenyl Ethyl Phenyl Acetate from PerfumersWorld,phenyl ethyl phenyl acetate,102-20-5,VERIFIED_MATCH,Phenethyl phenylacetate,102-20-5,https://pubchem.ncbi.nlm.nih.gov/compound/7601,0.3200,FALSE,,,,
5RP07854,PerfumersWorld,Phenyl Ethyl Phenyl Acetate 50% in DPG from PerfumersWorld,phenyl ethyl phenyl acetate,"102-20-5|0.5
25265-71-8|0.5",VERIFIED_MATCH,Phenethyl phenylacetate,102-20-5,https://pubchem.ncbi.nlm.nih.gov/compound/7601,0.2000,TRUE,Phenyl Ethyl Phenyl Acetate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,50.00,
1RO05275,PerfumersWorld,Phenyl Ethyl Salicylate from PerfumersWorld,phenyl ethyl salicylate,87-22-9,FIXED_FROM_AUDIT,Phenyl ethyl salicylate,87-22-9,https://pubchem.ncbi.nlm.nih.gov/compound/15066011,0.3500,FALSE,,,,
5RO12473,PerfumersWorld,Phenyl Ethyl Salicylate 10% in DPG from PerfumersWorld,phenyl ethyl salicylate,"87-22-9|0.1
25265-71-8|0.9",FIXED_FROM_AUDIT,Phenyl ethyl salicylate,87-22-9,https://pubchem.ncbi.nlm.nih.gov/compound/15066011,0.0900,TRUE,Phenyl Ethyl Salicylate from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3GN00379,PerfumersWorld,Phenyl Propyl Alcohol from PerfumersWorld,phenyl propyl alcohol,122-97-4,VERIFIED_MATCH,Benzenepropanol,122-97-4,https://pubchem.ncbi.nlm.nih.gov/compound/31234,0.2000,FALSE,,,,
3WI00384,PerfumersWorld,Physeol from PerfumersWorld,physeol,68845-00-1,VERIFIED_MATCH,"Bicyclo[3.3.1]nonane, 2-ethoxy-2,6,6-trimethyl-9-methylene-",68845-00-1,https://pubchem.ncbi.nlm.nih.gov/compound/111376,1.8000,FALSE,,,,
7KQ07511,PerfumersWorld,Pine Essential Oil from PerfumersWorld,pine essential oil,84012-35-1,NATURAL_MIXTURE,,84012-35-1,,0.0900,FALSE,,,,
6KL18318,PerfumersWorld,PINE F-TEC from PerfumersWorld,pine,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6KL09075,PerfumersWorld,Pine Fleuressence from PerfumersWorld,pine,Mixture (Perfume Base),VERIFIED,,,,0.1900,FALSE,,,,
7KH08741,PerfumersWorld,Pine Needle Essential Oil from PerfumersWorld,pine needle essential oil,8021-29-2,NATURAL_MIXTURE,,8021-29-2,,0.3500,FALSE,,,,
6KH18319,PerfumersWorld,PINE NEEDLE F-TEC from PerfumersWorld,pine needle,Mixture (Perfume Base),VERIFIED,,,,0.3500,FALSE,,,,
6KH08503,PerfumersWorld,Pine Needle Fleuressence from PerfumersWorld,pine needle,Mixture (Perfume Base),VERIFIED,,,,0.3400,FALSE,,,,
6FC18181,PerfumersWorld,PINEAPPLE F-TEC from PerfumersWorld,pineapple,Mixture (Perfume Base),VERIFIED,,,,0.1000,FALSE,,,,
6FC08433,PerfumersWorld,Pineapple Fleuressence from PerfumersWorld,pineapple,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
7SC00941,PerfumersWorld,Pink Pepper Essential Oil from PerfumersWorld,pink pepper essential oil,68917-52-2,NATURAL_MIXTURE,,68917-52-2,,4.9200,FALSE,,,,
3VN06814,PerfumersWorld,Piperonyl acetate from PerfumersWorld,piperonyl acetate,326-61-4,VERIFIED_MATCH,Piperonyl acetate,326-61-4,https://pubchem.ncbi.nlm.nih.gov/compound/9473,0.9800,FALSE,,,,
7HS07556,PerfumersWorld,Plai Essential Oil Siam from PerfumersWorld,plai essential oil siam,8016-63-5,NATURAL_MIXTURE,,8016-63-5,,0.5200,FALSE,,,,
3WM16912,PerfumersWorld,Polysantol from PerfumersWorld,polysantol,107898-54-4,VERIFIED_MATCH,"4-Penten-2-ol, 3,3-dimethyl-5-(2,2,3-trimethyl-3-cyclopenten-1-yl)-",107898-54-4,https://pubchem.ncbi.nlm.nih.gov/compound/15984303,1.4000,FALSE,,,,
7CN23708,PerfumersWorld,Pomelo Essential Oil from PerfumersWorld,pomelo essential oil,8016-20-4,NATURAL_MIXTURE,,8016-20-4,,1.0000,FALSE,,,,
6AJ18111,PerfumersWorld,POWDERY F-TEC from PerfumersWorld,powdery,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6AJ12410,PerfumersWorld,Powdery Fleuressence from PerfumersWorld,powdery,Mixture (Perfume Base),VERIFIED,,,,0.1900,FALSE,,,,
3MC11054,PerfumersWorld,Precyclemone B from PerfumersWorld,precyclemone b,52474-60-9,FIXED_FROM_AUDIT,,52474-60-9,https://pubchem.ncbi.nlm.nih.gov/compound/103648,0.2500,FALSE,,,,
3FG00387,PerfumersWorld,Prenyl Acetate from PerfumersWorld,prenyl acetate,1191-16-8,VERIFIED_MATCH,Prenyl acetate,1191-16-8,https://pubchem.ncbi.nlm.nih.gov/compound/14489,0.1200,FALSE,,,,
6FD18956,PerfumersWorld,PRUNE F-TEC from PerfumersWorld,prune,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6FD07547,PerfumersWorld,Prune Fleuressence from PerfumersWorld,prune,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
6XZ10738,PerfumersWorld,PWx Factor from PerfumersWorld,pwx factor,Mixture (Perfume Base),VERIFIED,,,,0.6200,FALSE,,,,
6XZ12347,PerfumersWorld,PWx Oil Factor - Natural from PerfumersWorld,pwx oil factor - natural,Mixture (Perfume Base),NATURAL_MIXTURE,,,,0.6200,FALSE,,,,
9UY19188,PerfumersWorld,Pyralone from PerfumersWorld,pyralone,65442-31-1,VERIFIED_MATCH,6-(sec-Butyl)quinoline,65442-31-1,https://pubchem.ncbi.nlm.nih.gov/compound/103401,2.7000,FALSE,,,,
5UY19282,PerfumersWorld,Pyralone 10% in DPG from PerfumersWorld,pyralone,"65442-31-1|0.1
25265-71-8|0.9",VERIFIED_MATCH,6-(sec-Butyl)quinoline,65442-31-1,https://pubchem.ncbi.nlm.nih.gov/compound/103401,0.3000,TRUE,Pyralone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6QV18045,PerfumersWorld,Q-QUEEN F-TEC from PerfumersWorld,q-queen,Mixture (Perfume Base),VERIFIED,,,,0.1600,FALSE,,,,
6QV09582,PerfumersWorld,Q-Queen of the Orient Fleuressence from PerfumersWorld,q-queen of the orient,Mixture (Perfume Base),VERIFIED,,,,0.2200,FALSE,,,,
6RR18074,PerfumersWorld,R-ROSE F-TEC from PerfumersWorld,r-rose,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6RR07636,PerfumersWorld,R-Rose Fleuressence from PerfumersWorld,r-rose,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
6FV18190,PerfumersWorld,RASPBERRY F-TEC from PerfumersWorld,raspberry,Mixture (Perfume Base),VERIFIED,,,,0.1200,FALSE,,,,
6FV08343,PerfumersWorld,Raspberry Fleuressence from PerfumersWorld,raspberry,Mixture (Perfume Base),VERIFIED,,,,0.1400,FALSE,,,,
1FL00392,PerfumersWorld,Raspberry Ketone from PerfumersWorld,raspberry ketone,5471-51-2,VERIFIED_MATCH,4-(4'-Hydroxyphenyl)-2-butanone,5471-51-2,https://pubchem.ncbi.nlm.nih.gov/compound/21648,0.3600,FALSE,,,,
5FL07524,PerfumersWorld,Raspberry Ketone 10% in DPG from PerfumersWorld,raspberry ketone,"5471-51-2|0.1
25265-71-8|0.9",VERIFIED_MATCH,4-(4'-Hydroxyphenyl)-2-butanone,5471-51-2,https://pubchem.ncbi.nlm.nih.gov/compound/21648,0.0900,TRUE,Raspberry Ketone from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
5ES18560,PerfumersWorld,Red Saffron Infusion from PerfumersWorld,red saffron infusion,8022-19-3,DATA_GAP_MANUAL_CHECK,,8022-19-3,,2.0200,FALSE,,,,
3RB07724,PerfumersWorld,Rhodinol ex Citronella from PerfumersWorld,rhodinol ex citronella,68916-43-8,FIXED_FROM_AUDIT,Rhodinol,6812-78-8,https://pubchem.ncbi.nlm.nih.gov/compound/81263,0.2000,FALSE,,,,
7RB23711,PerfumersWorld,Rhodinol Ex-Natural from PerfumersWorld,rhodinol ex-natural,6812-78-8,VERIFIED_MATCH,Rhodinol,6812-78-8,https://pubchem.ncbi.nlm.nih.gov/compound/81263,1.5000,FALSE,,,,
3FL06757,PerfumersWorld,Rhubofix from PerfumersWorld,rhubofix,41816-03-9,FIXED_FROM_AUDIT,,41816-03-9,https://pubchem.ncbi.nlm.nih.gov/compound/94522,1.9000,FALSE,,,,
7HH00104,PerfumersWorld,Roman Chamomile Essential Oil from PerfumersWorld,roman chamomile essential oil,8015-92-7,NATURAL_MIXTURE,,8015-92-7,,4.7700,FALSE,,,,
5HH09983,PerfumersWorld,Roman Chamomile Essential Oil 10% in DPG from PerfumersWorld,roman chamomile essential oil,"8015-92-7|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8015-92-7,,0.5200,TRUE,Roman Chamomile Essential Oil from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
3XU22379,PerfumersWorld,Romandolide from PerfumersWorld,romandolide,236391-76-7,VERIFIED_MATCH,"Acetic acid, 2-(1-oxopropoxy)-, 1-(3,3-dimethylcyclohexyl)ethyl ester",236391-76-7,https://pubchem.ncbi.nlm.nih.gov/compound/21933618,0.3000,FALSE,,,,
6EY09115,PerfumersWorld,Root Fleuressence from PerfumersWorld,root,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
4RA00394,PerfumersWorld,Rosalva from PerfumersWorld,rosalva,13019-22-2,VERIFIED_MATCH,9-Decen-1-ol,13019-22-2,https://pubchem.ncbi.nlm.nih.gov/compound/25612,0.8900,FALSE,,,,
5RA07537,PerfumersWorld,Rosalva 10% in DPG from PerfumersWorld,rosalva,"13019-22-2|0.1
25265-71-8|0.9",VERIFIED_MATCH,9-Decen-1-ol,13019-22-2,https://pubchem.ncbi.nlm.nih.gov/compound/25612,0.1100,TRUE,Rosalva from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
4RM06950,PerfumersWorld,Rose Absolute Pentalol (Mefrosol) from PerfumersWorld,rose absolute pentalol,55066-48-3,NATURAL_MIXTURE,,55066-48-3,,0.9700,FALSE,,,,
6AR18117,PerfumersWorld,ROSE ALDEHYDE F-TEC from PerfumersWorld,rose aldehyde,Mixture (Perfume Base),VERIFIED,,,,0.1600,FALSE,,,,
6AR09113,PerfumersWorld,Rose Aldehyde Fleuressence from PerfumersWorld,rose aldehyde,Mixture (Perfume Base),VERIFIED,,,,0.2000,FALSE,,,,
8RM00395,PerfumersWorld,Rose de Mai Absolute from PerfumersWorld,rose de mai absolute,8007-01-0,NATURAL_MIXTURE,,8007-01-0,,13.0000,FALSE,,,,
5RM07856,PerfumersWorld,Rose de Mai Absolute 10% in DPG from PerfumersWorld,rose de mai absolute,"8007-01-0|0.1
25265-71-8|0.9",NATURAL_MIXTURE,,8007-01-0,,1.3500,TRUE,Rose de Mai Absolute from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6RM18942,PerfumersWorld,ROSE DE MAI F-TEC from PerfumersWorld,rose de mai,Mixture (Perfume Base),VERIFIED,,,,0.1500,FALSE,,,,
6RM09423,PerfumersWorld,Rose de Mai Fleuressence from PerfumersWorld,rose de mai,Mixture (Perfume Base),VERIFIED,,,,0.3200,FALSE,,,,
8RR00397,PerfumersWorld,Rose Otto Anatolian from PerfumersWorld,rose otto anatolian,8007-01-0,DATA_GAP_MANUAL_CHECK,,8007-01-0,,30.2700,FALSE,,,,
5RB10952,PerfumersWorld,Rose Otto Anatolian 10% in DPG from PerfumersWorld,rose otto anatolian,"8007-01-0|0.1
25265-71-8|0.9",DATA_GAP_MANUAL_CHECK,,8007-01-0,,3.3200,TRUE,Rose Otto Anatolian from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
7RB00900,PerfumersWorld,Rose Otto Bulgarian from PerfumersWorld,rose otto bulgarian,8007-01-0,DATA_GAP_MANUAL_CHECK,,8007-01-0,,40.0200,FALSE,,,,
5RR12478,PerfumersWorld,Rose Otto Bulgarian 10% in DPG from PerfumersWorld,rose otto bulgarian,"8007-01-0|0.1
25265-71-8|0.9",DATA_GAP_MANUAL_CHECK,,8007-01-0,,4.1200,TRUE,Rose Otto Bulgarian from PerfumersWorld,Dipropylene Glycol (DPG) from PerfumersWorld,10.00,
6RB18944,PerfumersWorld,ROSE OTTO F-TEC from PerfumersWorld,rose otto,Mixture (Perfume Base),VERIFIED,,,,0.2900,FALSE,,,,
6RB00398,PerfumersWorld,Rose Otto Fleuressence from PerfumersWorld,rose otto,Mixture (Perfume Base),VERIFIED,,,,0.4500,FALSE,,,,
4RL00399,PerfumersWorld,Rose Oxide from PerfumersWorld,rose oxide,16409-43-1,VERIFIED_MATCH,Rose oxide,16409-43-1,https://pubchem.ncbi.nlm.nih.gov/compound/27866,0.4300,FALSE,,,,
